-------------------------------------------------------------------------------------------------
 断面    流量     水位   含沙量  悬沙级配
-------------------------------------------------------------------------------------------------
 120   1000.00     63.79 
 121   1000.00     63.71 
 122   1000.00     63.13 
 123   1000.00     62.93 
 124   1000.00     62.51 
 125   1000.00     61.71 
 126   1000.00     60.67 
 127   1000.00     60.55 
 128   1000.00     60.35 
 129   1000.00     60.31 
 130   1000.00     60.18 
 131   1000.00     59.44 
 132   1000.00     59.22 
 133   1000.00     58.92 
 134   1000.00     58.02 
 135   1000.00     57.43 
 136   1000.00     57.01 
 137   1000.00     56.67 
 138   1000.00     56.18 
 139   1000.00     55.89 
 140   1000.00     55.35 
 141   1000.00     53.94 
 142   1000.00     53.51 
 143   1000.00     52.84 
 144   1000.00     52.18 
 145   1000.00     51.49 
 146   1000.00     51.17 
 147   1000.00     50.78 
 148   1000.00     50.29 
 149   1000.00     48.26 
 150   1000.00     48.22 
 151   1000.00     47.48 
 152   1000.00     47.28 
 153   1000.00     46.78 
 154   1000.00     45.20 
 155   1000.00     44.44 
 156   1000.00     43.85 
 157   1000.00     43.48 
 158   1000.00     43.37 
 159   1000.00     42.90 
 160   1000.00     42.61 
 161   1000.00     42.22 
 162   1000.00     41.44 
 163   1000.00     40.88 
 164   1000.00     40.50 
 165   1000.00     40.41 
 166   1000.00     40.05 
 167   1000.00     39.27 
 168   1000.00     38.92 
 169   1000.00     38.56 
 170   1000.00     38.31 
 171   1000.00     38.04 
 172   1000.00     37.93 
 173   1000.00     37.70 
 174   1000.00     36.78 
 175   1000.00     36.66 
 176   1000.00     36.49 
 177   1000.00     36.30 
 178   1000.00     36.18 
 179   1000.00     35.94 
 180   1000.00     35.41 
 181   1000.00     35.05 
 182   1000.00     34.61 
 183   1000.00     34.02 
 184   1000.00     33.59 
 185   1000.00     33.51 
 186   1000.00     33.34 
 187   1000.00     32.97 
 188   1000.00     32.79 
 189   1000.00     32.38 
 190   1000.00     32.14 
 191   1000.00     31.81 
 192   1000.00     31.42 
 193   1000.00     31.19 
 194   1000.00     31.01 
 195   1000.00     30.77 
 196   1000.00     30.52 
 197   1000.00     30.44 
 198   1000.00     30.15 
 199   1000.00     29.60 
 200   1000.00     29.35 
 201   1000.00     28.99 
 202   1000.00     28.86 
 203   1000.00     28.62 
 204   1000.00     28.36 
 205   1000.00     28.32 
 206   1000.00     28.20 
 207   1000.00     27.99 
 208   1000.00     27.83 
 209   1000.00     27.58 
 210   1000.00     27.50 
 211   1000.00     27.30 
 212   1000.00     27.08 
 213   1000.00     26.96 
 214   1000.00     26.78 
 215   1000.00     26.66 
 216   1000.00     26.29 
 217   1000.00     25.97 
 218   1000.00     25.92 
 219   1000.00     25.66 
 220   1000.00     25.53 
 221   1000.00     25.38 
 222   1000.00     25.01 
 223   1000.00     24.71 
 224   1000.00     24.53 
 225   1000.00     24.31 
 226   1000.00     24.18 
 227   1000.00     23.86 
 228   1000.00     23.60 
 229   1000.00     23.25 
 230   1000.00     23.10 
 231   1000.00     22.10 
 232   1000.00     22.01 
 233   1000.00     21.73 
 234   1000.00     21.50 
 235   1000.00     21.24 
 236   1000.00     21.00 
 237   1000.00     20.86 
 238   1000.00     20.65 
 239   1000.00     20.23 
 240   1000.00     20.07 
 241   1000.00     19.87 
 242   1000.00     19.66 
 243   1000.00     19.44 
 244   1000.00     19.21 
 245   1000.00     18.91 
 246   1000.00     18.61 
 247   1000.00     18.46 
 248   1000.00     18.37 
 249   1000.00     18.16 
 250   1000.00     17.96 
 251   1000.00     17.75 
 252   1000.00     17.49 
 253   1000.00     17.24 
 254   1000.00     17.01 
 255   1000.00     16.65 
 256   1000.00     16.32 
 257   1000.00     16.16 
 258   1000.00     15.99 
 259   1000.00     15.79 
 260   1000.00     15.49 
 261   1000.00     15.25 
 262   1000.00     15.09 
 263   1000.00     14.99 
 264   1000.00     14.78 
 265   1000.00     14.38 
 266   1000.00     14.14 
 267   1000.00     13.95 
 268   1000.00     13.76 
 269   1000.00     13.44 
 270   1000.00     13.28 
 271   1000.00     12.88 
 272   1000.00     12.63 
 273   1000.00     12.47 
 274   1000.00     12.24 
 275   1000.00     12.06 
 276   1000.00     11.87 
 277   1000.00     11.60 
 278   1000.00     11.43 
 279   1000.00     11.17 
-------------------------------------------------------------------------------------------------
